adjust,budget_liquid,bundle_position,bundle_water_perc,monkey_final_bid,offer_value,reward_liquid,task_failure,win
-482.360532608627,0.24,1,0.8,-0.502458888133987,3,0.75,NaN,1
0,NaN,0,0.3,NaN,1,NaN,no_bid,NaN
661.405700536381,0.36,0,0.7,0.688964271392063,3,0.75,NaN,1
-569.369469503712,0.24,1,0.8,-0.5930931973997,1,0.15,NaN,1
438.613585325463,0.6,0,0.5,0.456889151380691,3,0.75,NaN,1
0,NaN,1,0.3,NaN,2,NaN,no_bid,NaN
0,NaN,1,1,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.9,NaN,3,NaN,no_bid,NaN
0,NaN,0,1,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.5,NaN,2,NaN,no_bid,NaN
0,NaN,1,1,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.9,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.3,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.6,NaN,1,NaN,no_bid,NaN
-565.400155783297,0,1,1,-0.588958495607602,3,0.75,NaN,1
608.340556210961,1.08,0,0.1,0.633688079386417,3,0.75,NaN,1
547.326409421877,0.96,0,0.2,0.570131676481122,3,0.75,NaN,1
645.149002934952,0.72,0,0.4,0.672030211390575,3,0.75,NaN,1
838.900001277376,0.24,0,0.8,0.873854167997267,2,0.45,NaN,1
-499.598364720087,0.6,1,0.5,-0.52041496325009,2,0.45,NaN,1
578.038794897159,0.36,0,0.7,0.602123744684541,2,0.45,NaN,1
414.998827175974,0.48,0,0.6,0.432290444974973,3,0.75,NaN,1
0,NaN,0,0.3,NaN,1,NaN,no_bid,NaN
-809.390253904958,0.72,1,0.4,-0.843114847817665,3,0.75,NaN,1
0,NaN,0,0.9,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.3,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.4,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.6,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.9,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.5,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.1,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.4,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.4,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.6,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.2,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.6,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.5,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.9,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.3,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.1,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.7,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.8,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.8,NaN,2,NaN,no_bid,NaN
0,NaN,1,1,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.3,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.4,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.4,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.5,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.4,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.1,NaN,2,NaN,no_bid,NaN
-540.298395528651,0.96,1,0.2,-0.562810828675678,1,0.15,NaN,1
636.497708526045,0,0,1,0.663018446381297,3,0.75,NaN,1
531.188391135054,0.36,0,0.7,0.553321240765681,2,0.45,NaN,1
178.815392347524,0.48,0,0.6,0.186266033695337,3,0.75,NaN,1
0,NaN,0,0.5,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.9,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.4,NaN,2,NaN,no_bid,NaN
0,NaN,1,1,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.2,NaN,2,NaN,no_bid,NaN
0,NaN,1,1,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.2,NaN,1,NaN,no_bid,NaN
