adjust,budget_liquid,bundle_position,bundle_water_perc,monkey_final_bid,offer_value,reward_liquid,task_failure,win
-434.856122702934,0.48,1,0.6,-0.452975127815556,3,0.75,NaN,1
0,NaN,0,1,NaN,3,NaN,joystick_not_stationary,NaN
-560.665993725823,0.24,1,0.8,-0.584027076797732,2,0.45,NaN,1
361.089763524099,0.72,0,0.4,0.376135170337603,1,0.15,NaN,1
0,NaN,0,0.1,NaN,1,NaN,joystick_not_stationary,NaN
472.580197306763,1.2,1,0.8,0.492271038861211,1,0,NaN,1
0,NaN,0,0.6,NaN,1,NaN,joystick_not_stationary,NaN
445.77574452666,0.84,0,0.3,0.464349733881937,3,0.75,NaN,1
0,NaN,1,0.3,NaN,2,NaN,joystick_not_stationary,NaN
542.306846291553,0.96,0,0.2,0.564902964887034,2,0.45,NaN,1
327.267303374672,1.2,1,0.7,0.340903441015283,1,0,NaN,1
0,NaN,1,0.8,NaN,2,NaN,joystick_not_stationary,NaN
0,NaN,0,0.6,NaN,2,NaN,joystick_not_stationary,NaN
-482.978191819501,1.2,0,1,-0.503102283145313,1,0,NaN,1
558.04734928384,0.72,0,0.4,0.581299322170666,2,0.45,NaN,1
409.880402689064,0.24,0,0.8,0.426958752801108,2,0.45,NaN,1
451.867387144058,0.6,0,0.5,0.470695194941727,2,0.45,NaN,1
-641.2108954168,0.84,1,0.3,-0.667928016059167,2,0.45,NaN,1
-627.886605869265,0.96,1,0.2,-0.654048547780485,2,0.45,NaN,1
356.719595842366,0.96,0,0.2,0.371582912335798,3,0.75,NaN,1
0,NaN,1,0.9,NaN,1,NaN,no_bid,NaN
0,NaN,1,1,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.1,NaN,3,NaN,joystick_not_stationary,NaN
571.355352691532,0.72,0,0.4,0.595161825720346,1,0.15,NaN,1
-630.979981377309,0.84,1,0.3,-0.657270813934697,2,0.45,NaN,1
0,NaN,1,0.5,NaN,2,NaN,joystick_not_stationary,NaN
347.014189080039,0.12,0,0.9,0.36147311362504,3,0.75,NaN,1
0,NaN,1,0.1,NaN,3,NaN,joystick_not_stationary,NaN
562.668704634608,0.48,0,0.6,0.586113233994384,3,0.75,NaN,1
0,NaN,1,0.5,NaN,2,NaN,no_bid,NaN
-540.480205120515,0.36,1,0.7,-0.563000213667203,3,0.75,NaN,1
0,NaN,0,0.3,NaN,1,NaN,joystick_not_stationary,NaN
0,NaN,0,0.1,NaN,3,NaN,joystick_not_stationary,NaN
487.194136251084,0.72,0,0.4,0.507493891928212,1,0.15,NaN,1
553.298231421314,0.6,0,0.5,0.576352324397202,1,0.15,NaN,1
0,NaN,1,0.4,NaN,2,NaN,joystick_not_stationary,NaN
451.158794641306,0,0,1,0.46995707775136,3,0.75,NaN,1
-518.81872542916,0.72,1,0.4,-0.540436172322042,2,0.45,NaN,1
307.110727227479,0,0,1,0.319907007528624,1,0.15,NaN,1
-586.903219006689,0.96,1,0.2,-0.611357519798634,3,0.75,NaN,1
0,NaN,1,0.5,NaN,2,NaN,joystick_not_stationary,NaN
-505.34731493265,0.72,1,0.4,-0.526403453054843,2,0.45,NaN,1
-609.95756621705,1.08,1,0.1,-0.635372464809427,2,0.45,NaN,1
0,NaN,1,0.5,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.1,NaN,1,NaN,no_bid,NaN
-570.199897201709,0.24,1,0.8,-0.59395822625178,3,0.75,NaN,1
0,NaN,0,0.7,NaN,3,NaN,joystick_not_stationary,NaN
566.735539037099,0.96,0,0.2,0.590349519830311,2,0.45,NaN,1
0,NaN,1,0.2,NaN,1,NaN,no_bid,NaN
538.276355577544,1.08,0,0.1,0.560704537059941,3,0.75,NaN,1
624.784336845489,0.24,0,0.8,0.650817017547384,3,0.75,NaN,1
-436.756868287449,0.36,1,0.7,-0.454955071132759,1,0.15,NaN,1
0,NaN,0,0.6,NaN,1,NaN,no_bid,NaN
450.111348092706,0,0,1,0.468865987596569,3,0.75,NaN,1
0,NaN,1,0.6,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.4,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.7,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.4,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.9,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.1,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.8,NaN,2,NaN,joystick_not_stationary,NaN
536.742286426,0.24,0,0.8,0.559106548360417,2,0.45,NaN,1
521.933425839082,0.72,0,0.4,0.543680651915711,1,0.15,NaN,1
0,NaN,0,0.4,NaN,2,NaN,no_bid,NaN
666.774257795041,0.24,0,0.8,0.694556518536501,3,0.75,NaN,1
0,NaN,0,0.2,NaN,2,NaN,joystick_not_stationary,NaN
446.508552886388,0.48,0,0.6,0.465113075923321,2,0.45,NaN,1
339.703621707441,1.2,1,1,0.353857939278585,1,0,NaN,1
403.222461751073,0.48,0,0.6,0.420023397657367,2,0.45,NaN,1
0,NaN,1,0.7,NaN,2,NaN,joystick_not_stationary,NaN
0,NaN,1,0.3,NaN,2,NaN,no_bid,NaN
-517.266267401445,0.48,1,0.6,-0.538819028543172,3,0.75,NaN,1
0,NaN,0,0.1,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.1,NaN,2,NaN,no_bid,NaN
-666.871194585643,0.36,1,0.7,-0.694657494360045,2,0.45,NaN,1
0,NaN,0,0.4,NaN,3,NaN,joystick_not_stationary,NaN
464.45212657484,0.48,0,0.6,0.483804298515458,3,0.75,NaN,1
-420.459531125386,0.96,1,0.2,-0.437978678255611,2,0.45,NaN,1
0,NaN,1,0.6,NaN,2,NaN,no_bid,NaN
-360.880175262671,0.24,1,0.8,-0.375916849231949,2,0.45,NaN,1
543.67611202828,0.96,0,0.2,0.566329283362792,1,0.15,NaN,1
477.979665726541,0.36,0,0.7,0.497895485131814,3,0.75,NaN,1
450.343067582096,0.48,0,0.6,0.469107362064683,3,0.75,NaN,1
0,NaN,0,0.9,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,0,0.3,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.1,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.4,NaN,3,NaN,no_bid,NaN
0,NaN,0,1,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.1,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.2,NaN,2,NaN,no_bid,NaN
