adjust,budget_liquid,bundle_position,bundle_water_perc,monkey_final_bid,offer_value,reward_liquid,task_failure,win
0,NaN,1,0.4,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.7,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.2,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.5,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.9,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.7,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.1,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.7,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.8,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.4,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.8,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.2,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.5,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.3,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.1,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.8,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.8,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.6,NaN,1,NaN,no_bid,NaN
577.23944826941,0.6,0,0.5,0.601291091947302,3,0.75,NaN,1
474.767914238478,0.72,0,0.4,0.494549910665082,1,0.15,NaN,1
-374.278265467756,0,1,1,-0.389873193195579,2,0.45,NaN,1
347.170248026032,0.72,0,0.4,0.361635675027116,3,0.75,NaN,1
-408.923964167358,0.6,1,0.5,-0.425962462674332,1,0.15,NaN,1
446.24108365967,0.72,0,0.4,0.46483446214549,1,0.15,NaN,1
-441.65519557177,0.72,1,0.4,-0.460057495387261,1,0.15,NaN,1
-611.88449379847,0.72,1,0.4,-0.637379681040072,2,0.45,NaN,1
0,NaN,0,0.9,NaN,3,NaN,no_bid,NaN
-522.685515466139,0.48,1,0.6,-0.544464078610562,2,0.45,NaN,1
461.459560571189,0,0,1,0.480687042261655,3,0.75,NaN,1
-367.163460363484,0.36,1,0.7,-0.382461937878629,1,0.15,NaN,1
-545.343635810214,0.48,1,0.6,-0.568066287302306,2,0.45,NaN,1
357.405159649739,0.84,0,0.3,0.372297041301811,2,0.45,NaN,1
0,NaN,0,0.8,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.4,NaN,1,NaN,no_bid,NaN
577.169580291581,0.48,0,0.6,0.60121831280373,3,0.75,NaN,1
-381.599333911115,0.24,1,0.8,-0.397499306157412,1,0.15,NaN,1
0,NaN,1,0.3,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.1,NaN,2,NaN,no_bid,NaN
0,NaN,1,1,NaN,1,NaN,no_bid,NaN
-533.430293817499,0,1,1,-0.555656556059895,3,0.75,NaN,1
0,NaN,0,0.3,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.4,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.5,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.3,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.3,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.3,NaN,3,NaN,no_bid,NaN
0,NaN,0,1,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.6,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.3,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.1,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.4,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.6,NaN,2,NaN,no_bid,NaN
529.678748930568,0.84,0,0.3,0.551748696802675,2,0.45,NaN,1
0,NaN,1,0.4,NaN,1,NaN,no_bid,NaN
-461.243857732872,0.84,1,0.3,-0.480462351805076,1,0.15,NaN,1
548.724947639845,1.08,0,0.1,0.571588487124839,2,0.45,NaN,1
0,NaN,1,0.1,NaN,3,NaN,no_bid,NaN
-457.351445840655,0.72,1,0.4,-0.476407756084016,3,0.75,NaN,1
-563.220278086998,0.24,1,0.8,-0.586687789673956,3,0.75,NaN,1
-586.701222246065,0.96,1,0.2,-0.611147106506318,2,0.45,NaN,1
0,NaN,1,0.3,NaN,2,NaN,no_bid,NaN
-692.18865946712,0.36,1,0.7,-0.721029853611583,3,0.75,NaN,1
