adjust,budget_liquid,bundle_position,bundle_water_perc,monkey_final_bid,offer_value,reward_liquid,task_failure,win
-328.783113941941,1.2,0,0.3,-0.342482410356189,1,0,NaN,1
-382.656639103736,0.84,1,0.3,-0.398600665733058,2,0.45,NaN,1
-387.746741978554,1.08,1,0.1,-0.40390285622766,1,0.15,NaN,1
415.37756433337,0.6,0,0.5,0.43268496284726,3,0.75,NaN,1
429.234947915184,0.96,0,0.2,0.44711973741165,2,0.45,NaN,1
-363.161587900265,1.2,0,0.7,-0.378293320729443,1,0,NaN,1
415.816204572486,0.84,0,0.3,0.433141879763007,1,0.15,NaN,1
389.11896140448,0.96,0,0.2,0.405332251463,2,0.45,NaN,1
-387.998200746573,0.48,1,0.6,-0.404164792444347,1,0.15,NaN,1
-504.423662642569,0.24,1,0.8,-0.525441315252676,2,0.45,NaN,1
389.197742832686,0.48,0,0.6,0.405414315450715,2,0.45,NaN,1
450.180316832208,1.08,0,0.1,0.46893783003355,1,0.15,NaN,1
-282.063187864705,0.6,1,0.5,-0.293815820692401,3,0.75,NaN,1
-531.607337792957,0,1,1,-0.55375764353433,3,0.75,NaN,1
290.746720658217,0.6,0,0.5,0.302861167352309,2,0.45,NaN,1
-408.523232798205,0.36,1,0.7,-0.425545034164797,2,0.45,NaN,1
0,NaN,1,0.8,NaN,2,NaN,no_bid,NaN
-343.815795409913,0.96,1,0.2,-0.358141453551992,3,0.75,NaN,1
-412.419947477109,0.84,1,0.3,-0.429604111955322,3,0.75,NaN,1
-435.256498778585,0,1,1,-0.453392186227693,2,0.45,NaN,1
-484.236012416086,1.08,1,0.1,-0.504412512933423,3,0.75,NaN,1
360.898152200199,0.36,0,0.7,0.375935575208541,2,0.45,NaN,1
-395.45385855149,0.96,1,0.2,-0.411931102657802,3,0.75,NaN,1
-429.632326217345,0.6,1,0.5,-0.447533673143068,1,0.15,NaN,1
207.341003006942,0.36,0,0.7,0.215980211465565,1,0.15,NaN,1
-495.716178442331,1.08,1,0.1,-0.516371019210762,1,0.15,NaN,1
365.253508951289,0.84,0,0.3,0.380472405157593,3,0.75,NaN,1
414.680723519981,0.36,0,0.7,0.43195908699998,3,0.75,NaN,1
335.586037378763,0.36,0,0.7,0.349568788936211,1,0.15,NaN,1
378.273345230163,0.24,0,0.8,0.394034734614753,2,0.45,NaN,1
421.071311465109,0.84,0,0.3,0.438615949442822,1,0.15,NaN,1
-447.025462558236,0.36,1,0.7,-0.465651523498163,1,0.15,NaN,1
0,NaN,0,0.3,NaN,1,NaN,joystick_not_stationary,NaN
470.51537574072,0.48,0,0.6,0.49012018306325,3,0.75,NaN,1
-408.130994493201,0.84,1,0.3,-0.425136452597084,1,0.15,NaN,1
-373.652045698902,0.48,1,0.6,-0.389220880936357,1,0.15,NaN,1
0,NaN,1,0.5,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.8,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.1,NaN,2,NaN,joystick_not_stationary,NaN
414.135255014472,0.96,0,0.2,0.431390890640075,3,0.75,NaN,1
-353.891980438126,1.2,0,0.9,-0.368637479623048,1,0,NaN,1
-533.748729624071,1.08,1,0.1,-0.555988260025074,1,0.15,NaN,1
0,NaN,1,1,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,0,0.9,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.5,NaN,1,NaN,joystick_not_stationary,NaN
0,NaN,0,0.4,NaN,3,NaN,joystick_not_stationary,NaN
-331.15699521102,0.72,1,0.4,-0.344955203344813,1,0.15,NaN,1
417.688438424068,0,0,1,0.435092123358405,3,0.75,NaN,1
0,NaN,0,0.9,NaN,1,NaN,joystick_not_stationary,NaN
0,NaN,1,0.1,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.3,NaN,2,NaN,joystick_not_stationary,NaN
527.938623831199,1.08,0,0.1,0.549936066490832,3,0.75,NaN,1
0,NaN,1,0.7,NaN,2,NaN,no_bid,NaN
-368.812487543823,0.6,1,0.5,-0.384179674524816,1,0.15,NaN,1
391.229841366858,0.12,0,0.9,0.407531084757143,2,0.45,NaN,1
-453.559278805308,1.08,1,0.1,-0.472457582088862,2,0.45,NaN,1
-501.599479402463,0,1,1,-0.522499457710899,3,0.75,NaN,1
665.848205340624,0.24,0,0.8,0.693591880563149,3,0.75,NaN,1
-469.566367560411,1.2,0,1,-0.489131632875428,1,0,NaN,1
-510.141960322708,0.72,1,0.4,-0.531397875336154,2,0.45,NaN,1
369.641441612157,0.6,0,0.5,0.385043168345997,1,0.15,NaN,1
-419.491098335556,0.48,1,0.6,-0.436969894099538,1,0.15,NaN,1
444.670149746629,1.08,0,0.1,0.463198072652738,1,0.15,NaN,1
-491.418211849627,0.96,1,0.2,-0.511893970676695,2,0.45,NaN,1
-385.355284185873,1.2,0,1,-0.401411754360285,1,0,NaN,1
518.365779637158,0.84,0,0.3,0.539964353788706,1,0.15,NaN,1
357.671892403291,0.72,0,0.4,0.372574887920095,1,0.15,NaN,1
-462.62491756567,0.36,1,0.7,-0.481900955797572,2,0.45,NaN,1
-523.264486761202,0.96,1,0.2,-0.545067173709586,3,0.75,NaN,1
402.251601498626,0.6,0,0.5,0.419012084894403,3,0.75,NaN,1
-434.951805486281,0.96,1,0.2,-0.453074797381543,2,0.45,NaN,1
0,NaN,0,1,NaN,2,NaN,no_bid,NaN
-588.200106645779,0,1,1,-0.612708444422686,3,0.75,NaN,1
-434.120317448155,0.96,1,0.2,-0.452208664008495,1,0.15,NaN,1
