adjust,monkey_bid,win,remaining_budget,reward,offer_value,budget_liquid,monkey_final_bid,task_failure,reward_liquid
448,0.466666666666667,1,0.7,2,2,0.84,0.466666666666667,NaN,0.45
312,0.325,1,0,1,1,0,0.325,NaN,0.15
656,0.683333333333333,1,1,0,1,1.2,0.683333333333333,NaN,0
0,0,NaN,NaN,NaN,1,NaN,NaN,no_fixation,NaN
368,0.383333333333333,1,1,0,3,1.2,0.383333333333333,NaN,0
424,0.441666666666667,1,1,0,2,1.2,0.441666666666667,NaN,0
608,0.633333333333333,1,1,0,1,1.2,0.633333333333333,NaN,0
0,0,NaN,NaN,NaN,1,NaN,NaN,no_fixation,NaN
0,0,NaN,NaN,NaN,2,NaN,NaN,no_fixation,NaN
288,0.3,1,1,0,1,1.2,0.3,NaN,0
240,0.25,1,0.4,3,3,0.48,0.25,NaN,0.75
264,0.275,1,0.1,2,2,0.12,0.275,NaN,0.45
552,0.575,1,1,0,2,1.2,0.575,NaN,0
544,0.566666666666667,1,0.7,3,3,0.84,0.566666666666667,NaN,0.75
456,0.475,1,0,2,2,0,0.475,NaN,0.45
280,0.291666666666667,1,1,0,1,1.2,0.291666666666667,NaN,0
368,0.383333333333333,1,1,0,2,1.2,0.383333333333333,NaN,0
288,0.3,1,0,2,2,0,0.3,NaN,0.45
496,0.516666666666667,1,1,0,1,1.2,0.516666666666667,NaN,0
456,0.475,1,1,0,1,1.2,0.475,NaN,0
0,0,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
528,0.55,1,1,0,1,1.2,0.55,NaN,0
0,0,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
392,0.408333333333333,1,1,0,2,1.2,0.408333333333333,NaN,0
456,0.475,1,1,0,2,1.2,0.475,NaN,0
368,0.383333333333333,1,0.8,1,1,0.96,0.383333333333333,NaN,0.15
400,0.416666666666667,1,0.7,1,1,0.84,0.416666666666667,NaN,0.15
448,0.466666666666667,1,1,0,2,1.2,0.466666666666667,NaN,0
424,0.441666666666667,1,1,0,1,1.2,0.441666666666667,NaN,0
368,0.383333333333333,1,1,0,2,1.2,0.383333333333333,NaN,0
0,0,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
952,0.991666666666667,1,1,0,1,1.2,0.991666666666667,NaN,0
392,0.408333333333333,1,0.4,1,1,0.48,0.408333333333333,NaN,0.15
0,0,NaN,NaN,NaN,2,NaN,NaN,no_fixation,NaN
0,0,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
312,0.325,1,1,0,2,1.2,0.325,NaN,0
384,0.4,1,0,2,2,0,0.4,NaN,0.45
0,0,NaN,NaN,NaN,3,NaN,NaN,no_fixation,NaN
328,0.341666666666667,1,1,0,3,1.2,0.341666666666667,NaN,0
528,0.55,1,0.6,1,1,0.72,0.55,NaN,0.15
0,0,NaN,NaN,NaN,1,NaN,NaN,no_fixation,NaN
208,0.216666666666667,1,0,3,3,0,0.216666666666667,NaN,0.75
392,0.408333333333333,1,1,0,3,1.2,0.408333333333333,NaN,0
536,0.558333333333333,1,0,3,3,0,0.558333333333333,NaN,0.75
504,0.525,1,0.5,3,3,0.6,0.525,NaN,0.75
336,0.35,1,0.3,1,1,0.36,0.35,NaN,0.15
584,0.608333333333333,1,0.6,2,2,0.72,0.608333333333333,NaN,0.45
448,0.466666666666667,1,1,0,2,1.2,0.466666666666667,NaN,0
496,0.516666666666667,1,1,0,2,1.2,0.516666666666667,NaN,0
472,0.491666666666667,1,0.1,2,2,0.12,0.491666666666667,NaN,0.45
616,0.641666666666667,1,1,0,2,1.2,0.641666666666667,NaN,0
464,0.483333333333333,1,0.4,2,2,0.48,0.483333333333333,NaN,0.45
576,0.6,1,0.1,1,1,0.12,0.6,NaN,0.15
376,0.391666666666667,1,0,3,3,0,0.391666666666667,NaN,0.75
520,0.541666666666667,1,1,0,1,1.2,0.541666666666667,NaN,0
512,0.533333333333333,1,0.1,1,1,0.12,0.533333333333333,NaN,0.15
400,0.416666666666667,1,0.9,3,3,1.08,0.416666666666667,NaN,0.75
344,0.358333333333333,1,0.1,3,3,0.12,0.358333333333333,NaN,0.75
456,0.475,1,1,0,2,1.2,0.475,NaN,0
576,0.6,1,0,2,2,0,0.6,NaN,0.45
512,0.533333333333333,1,1,0,1,1.2,0.533333333333333,NaN,0
624,0.65,1,0.9,1,1,1.08,0.65,NaN,0.15
400,0.416666666666667,1,0.9,3,3,1.08,0.416666666666667,NaN,0.75
