adjust,budget_liquid,bundle_position,bundle_water_perc,monkey_final_bid,offer_value,reward_liquid,task_failure,win
0,NaN,0,0.2,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.8,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.2,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.5,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.9,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.2,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.3,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.8,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.8,NaN,3,NaN,no_bid,NaN
0,NaN,0,1,NaN,2,NaN,no_bid,NaN
0,NaN,0,1,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.8,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.4,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.8,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.5,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.1,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.4,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.1,NaN,1,NaN,no_bid,NaN
0,NaN,0,1,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.3,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.9,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.2,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.7,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.3,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.9,NaN,2,NaN,no_bid,NaN
0,NaN,0,1,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.4,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.7,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.5,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.2,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.2,NaN,3,NaN,no_bid,NaN
0,NaN,1,1,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.1,NaN,1,NaN,no_bid,NaN
-206.433047866522,0.12,1,0.9,-0.215034424860961,3,0.75,NaN,1
0,NaN,0,0.3,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.1,NaN,3,NaN,no_bid,NaN
-154.698816151383,1.08,1,0.1,-0.16114460015769,3,0.75,NaN,1
0,NaN,1,0.8,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.3,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.8,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.9,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.3,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.3,NaN,3,NaN,no_bid,NaN
-224.897884100031,0.48,1,0.6,-0.234268629270866,3,0.75,NaN,1
0,NaN,0,0.4,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.8,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.3,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.3,NaN,1,NaN,no_bid,NaN
-163.678128305104,0.48,1,0.6,-0.170498050317817,3,0.75,NaN,1
-155.413299974489,0.84,1,0.3,-0.161888854140092,3,0.75,NaN,1
0,NaN,0,1,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.8,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.2,NaN,2,NaN,no_bid,NaN
-31.3087358291972,NaN,0,0.2,NaN,3,NaN,undefined error - probably missed both choices,NaN
0,NaN,1,0.3,NaN,3,NaN,no_bid,NaN
0,NaN,0,0.6,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.4,NaN,1,NaN,no_bid,NaN
0,NaN,0,0.8,NaN,2,NaN,no_bid,NaN
