adjust,budget_liquid,bundle_position,bundle_water_perc,monkey_final_bid,offer_value,reward_liquid,task_failure,win
-474.039017895419,0.48,1,0.6,-0.493790643641062,2,0.45,NaN,1
0,NaN,1,0.7,NaN,1,NaN,joystick_not_stationary,NaN
-173.133190707414,1.2,0,0.5,-0.180347073653557,1,0,NaN,1
-347.005767513708,0.12,1,0.9,-0.361464341160112,3,0.75,NaN,1
-374.493066722052,0.6,1,0.5,-0.390096944502138,2,0.45,NaN,1
-259.420142158497,0.96,1,0.2,-0.270229314748434,3,0.75,NaN,1
-371.550660058171,0.6,1,0.5,-0.387031937560594,1,0.15,NaN,1
467.824119042362,0.72,0,0.4,0.487316790669127,3,0.75,NaN,1
576.619794063027,0.84,0,0.3,0.600645618815653,1,0.15,NaN,1
-455.603746989792,0.36,1,0.7,-0.4745872364477,1,0.15,NaN,1
-323.799008264464,0.24,1,0.8,-0.337290633608817,1,0.15,NaN,1
-402.1397434686,0.6,1,0.5,-0.418895566113125,1,0.15,NaN,1
300.754255068412,0.6,0,0.5,0.313285682362929,1,0.15,NaN,1
-366.195719055008,0.36,1,0.7,-0.381453874015634,2,0.45,NaN,1
362.121167191253,0.72,0,0.4,0.377209549157555,2,0.45,NaN,1
303.821901421615,0.48,0,0.6,0.316481147314183,2,0.45,NaN,1
0,NaN,0,0.7,NaN,1,NaN,joystick_not_stationary,NaN
-455.398264620469,0.6,1,0.5,-0.474373192312988,3,0.75,NaN,1
578.708174800494,0.36,0,0.7,0.602821015417181,3,0.75,NaN,1
-367.90912075912,1.08,1,0.1,-0.383238667457417,3,0.75,NaN,1
638.290781542263,1.08,0,0.1,0.66488623077319,2,0.45,NaN,1
-345.391026750127,0.48,1,0.6,-0.359782319531383,1,0.15,NaN,1
348.079480233935,0.6,0,0.5,0.362582791910349,1,0.15,NaN,1
-460.517391506316,1.08,1,0.1,-0.479705616152412,1,0.15,NaN,1
-401.102318718587,0.96,1,0.2,-0.417814915331862,2,0.45,NaN,1
-438.952639552181,0,1,1,-0.457242332866855,1,0.15,NaN,1
0,NaN,1,0.1,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.6,NaN,2,NaN,no_bid,NaN
0,NaN,1,1,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.5,NaN,3,NaN,joystick_not_stationary,NaN
-295.55117602106,0.48,1,0.6,-0.307865808355271,3,0.75,NaN,1
-429.352123423842,0.6,1,0.5,-0.447241795233168,1,0.15,NaN,1
0,NaN,1,0.9,NaN,2,NaN,no_bid,NaN
0,NaN,0,0.8,NaN,2,NaN,joystick_not_stationary,NaN
-418.347631156962,0.12,1,0.9,-0.435778782455169,2,0.45,NaN,1
0,NaN,0,0.2,NaN,1,NaN,joystick_not_stationary,NaN
0,NaN,1,0.1,NaN,2,NaN,joystick_not_stationary,NaN
0,NaN,0,0.3,NaN,3,NaN,joystick_not_stationary,NaN
-346.695751651989,0.12,1,0.9,-0.361141407970822,1,0.15,NaN,1
433.058704731329,0.96,0,0.2,0.451102817428468,1,0.15,NaN,1
482.442348827005,0.72,0,0.4,0.502544113361463,1,0.15,NaN,1
-280.286236725115,0.12,1,0.9,-0.291964829921995,1,0.15,NaN,1
-606.170940861833,0.84,1,0.3,-0.631428063397743,2,0.45,NaN,1
-529.646611398319,0.12,1,0.9,-0.551715220206583,1,0.15,NaN,1
-499.032941326117,0.36,1,0.7,-0.519825980548039,3,0.75,NaN,1
517.519366102614,1.2,1,1,0.539082673023556,1,0,NaN,1
379.929087103737,0.24,0,0.8,0.39575946573306,2,0.45,NaN,1
574.098047747883,0.36,0,0.7,0.598018799737378,2,0.45,NaN,1
641.980044447455,0.72,0,0.4,0.668729212966099,1,0.15,NaN,1
-522.714723667866,0.84,1,0.3,-0.544494503820694,2,0.45,NaN,1
444.946310728492,0.84,0,0.3,0.463485740342179,3,0.75,NaN,1
682.473248457443,0,0,1,0.710909633809837,3,0.75,NaN,1
525.298876599164,0.24,0,0.8,0.547186329790796,1,0.15,NaN,1
0,NaN,0,1,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.5,NaN,2,NaN,no_bid,NaN
448.190798214186,0,0,1,0.466865414806444,1,0.15,NaN,1
-358.428624000228,0.12,1,0.9,-0.373363150000237,3,0.75,NaN,1
-456.310862903953,1.08,1,0.1,-0.475323815524951,3,0.75,NaN,1
-452.649775819245,0,1,1,-0.471510183145047,3,0.75,NaN,1
0,NaN,0,0.6,NaN,2,NaN,no_bid,NaN
0,NaN,1,0.8,NaN,3,NaN,no_bid,NaN
0,NaN,1,0.9,NaN,1,NaN,no_bid,NaN
