adjust,monkey_bid,win,remaining_budget,reward,offer_value,budget_liquid,reward_liquid,monkey_final_bid,task_failure
0,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
792,0.825,1,0.5,1,1,0.6,0.15,0.825,NaN
0,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
712,0.741666666666667,1,0.6,1,1,0.72,0.15,0.741666666666667,NaN
872,0.908333333333333,1,0.6,3,3,0.72,0.75,0.908333333333333,NaN
0,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
584,0.608333333333333,1,0.8,1,1,0.96,0.15,0.608333333333333,NaN
800,0.833333333333333,1,0.7,1,1,0.84,0.15,0.833333333333333,NaN
0,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
792,0.825,1,1,0,3,1.2,0,0.825,NaN
0,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
960,1,1,1,0,3,1.2,0,1,NaN
688,0.716666666666667,1,1,0,2,1.2,0,0.716666666666667,NaN
632,0.658333333333333,1,0.5,2,2,0.6,0.45,0.658333333333333,NaN
640,0.666666666666667,1,1,0,2,1.2,0,0.666666666666667,NaN
712,0.741666666666667,1,0.4,2,2,0.48,0.45,0.741666666666667,NaN
928,0.966666666666667,1,0.9,3,3,1.08,0.75,0.966666666666667,NaN
696,0.725,1,0.6,3,3,0.72,0.75,0.725,NaN
704,0.733333333333333,1,1,0,2,1.2,0,0.733333333333333,NaN
608,0.633333333333333,1,0.1,1,1,0.12,0.15,0.633333333333333,NaN
736,0.766666666666667,1,0,3,3,0,0.75,0.766666666666667,NaN
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
960,1,1,1,0,1,1.2,0,1,NaN
680,0.708333333333333,1,0.3,1,1,0.36,0.15,0.708333333333333,NaN
656,0.683333333333333,1,0.2,1,1,0.24,0.15,0.683333333333333,NaN
792,0.825,1,1,0,2,1.2,0,0.825,NaN
872,0.908333333333333,1,1,0,2,1.2,0,0.908333333333333,NaN
896,0.933333333333333,1,1,0,3,1.2,0,0.933333333333333,NaN
744,0.775,1,1,0,2,1.2,0,0.775,NaN
552,0.575,1,0.4,2,2,0.48,0.45,0.575,NaN
664,0.691666666666667,1,1,0,1,1.2,0,0.691666666666667,NaN
848,0.883333333333333,1,1,0,3,1.2,0,0.883333333333333,NaN
840,0.875,1,0.9,3,3,1.08,0.75,0.875,NaN
720,0.75,1,0.6,3,3,0.72,0.75,0.75,NaN
760,0.791666666666667,1,1,0,1,1.2,0,0.791666666666667,NaN
736,0.766666666666667,1,1,0,3,1.2,0,0.766666666666667,NaN
472,0.491666666666667,1,0.6,1,1,0.72,0.15,0.491666666666667,NaN
504,0.525,1,1,0,1,1.2,0,0.525,NaN
552,0.575,1,1,0,2,1.2,0,0.575,NaN
392,0.408333333333333,1,0.8,2,2,0.96,0.45,0.408333333333333,NaN
680,0.708333333333333,1,0.9,2,2,1.08,0.45,0.708333333333333,NaN
632,0.658333333333333,1,1,0,2,1.2,0,0.658333333333333,NaN
664,0.691666666666667,1,0,1,1,0,0.15,0.691666666666667,NaN
960,1,1,1,0,2,1.2,0,1,NaN
0,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
608,0.633333333333333,1,0.6,1,1,0.72,0.15,0.633333333333333,NaN
456,0.475,1,0.8,1,1,0.96,0.15,0.475,NaN
960,1,1,0.9,3,3,1.08,0.75,1,NaN
688,0.716666666666667,1,1,0,2,1.2,0,0.716666666666667,NaN
664,0.691666666666667,1,0.9,2,2,1.08,0.45,0.691666666666667,NaN
456,0.475,1,1,0,1,1.2,0,0.475,NaN
568,0.591666666666667,1,1,0,2,1.2,0,0.591666666666667,NaN
664,0.691666666666667,1,1,0,1,1.2,0,0.691666666666667,NaN
