adjust,monkey_bid,win,remaining_budget,reward,offer_value,budget_liquid,reward_liquid,monkey_final_bid,task_failure
0,0,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
-720,-0.75,1,0.2,3,3,0.24,0.75,-0.75,NaN
-656,-0.683333333333333,1,1,0,3,1.2,0,-0.683333333333333,NaN
-656,-0.683333333333333,1,1,0,2,1.2,0,-0.683333333333333,NaN
552,0.575,1,1,0,1,1.2,0,0.575,NaN
-736,-0.766666666666667,1,1,0,3,1.2,0,-0.766666666666667,NaN
-848,-0.883333333333333,1,1,0,3,1.2,0,-0.883333333333333,NaN
0,0,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
600,0.625,1,1,0,3,1.2,0,0.625,NaN
-632,-0.658333333333333,1,1,0,3,1.2,0,-0.658333333333333,NaN
-608,-0.633333333333333,1,1,0,1,1.2,0,-0.633333333333333,NaN
-600,-0.625,1,0.9,3,3,1.08,0.75,-0.625,NaN
-632,-0.658333333333333,1,0.2,2,2,0.24,0.45,-0.658333333333333,NaN
-832,-0.866666666666667,1,1,0,2,1.2,0,-0.866666666666667,NaN
0,0,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
-536,-0.558333333333333,1,1,0,3,1.2,0,-0.558333333333333,NaN
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
584,0.608333333333333,1,0.4,2,2,0.48,0.45,0.608333333333333,NaN
608,0.633333333333333,1,1,0,2,1.2,0,0.633333333333333,NaN
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,2,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,1,NaN,NaN,NaN,no_fixation
0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,no_fixation
