adjust,budget_liquid,bundle_position,bundle_water_perc,monkey_final_bid,offer_value,reward_liquid,task_failure,win
310.315445678934,0.36,0,0.7,0.323245255915556,2,0.45,NaN,1
307.617888069935,0.96,0,0.2,0.320435300072849,3,0.75,NaN,1
-428.080427440062,0.72,1,0.4,-0.445917111916732,1,0.15,NaN,1
0,NaN,1,0.1,NaN,1,NaN,no_bid,NaN
-496.478124122144,0.48,1,0.6,-0.517164712627234,3,0.75,NaN,1
-445.728479010859,0,1,1,-0.464300498969645,2,0.45,NaN,1
-650.272238788346,0.12,1,0.9,-0.677366915404527,3,0.75,NaN,1
0,NaN,0,0.6,NaN,1,NaN,no_bid,NaN
0,NaN,1,0.9,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.2,NaN,3,NaN,joystick_not_stationary,NaN
360.52336174517,0.24,0,0.8,0.375545168484552,1,0.15,NaN,1
329.139103053087,0.96,0,0.2,0.342853232346965,2,0.45,NaN,1
170.443073432846,0.84,0,0.3,0.177544868159215,1,0.15,NaN,1
303.50595062258,0.6,0,0.5,0.316152031898521,1,0.15,NaN,1
-507.203008545333,0.72,1,0.4,-0.528336467234722,3,0.75,NaN,1
-591.037849491778,0.6,1,0.5,-0.615664426553936,3,0.75,NaN,1
320.331950477412,0,0,1,0.333679115080637,2,0.45,NaN,1
0,NaN,1,0.5,NaN,2,NaN,joystick_not_stationary,NaN
330.409167637716,1.2,1,1,0.344176216289288,1,0,NaN,1
253.033125810435,0.36,0,0.7,0.263576172719203,1,0.15,NaN,1
291.913185433391,0.72,0,0.4,0.304076234826449,2,0.45,NaN,1
-534.61750672615,0.6,1,0.5,-0.556893236173073,2,0.45,NaN,1
323.614040349769,0.48,0,0.6,0.337097958697676,3,0.75,NaN,1
-431.722714622268,0.84,1,0.3,-0.449711161064862,1,0.15,NaN,1
-508.236710760944,0.48,1,0.6,-0.529413240375983,1,0.15,NaN,1
-528.775183972347,0.6,1,0.5,-0.550807483304529,3,0.75,NaN,1
0,NaN,1,0.8,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.1,NaN,2,NaN,joystick_not_stationary,NaN
0,NaN,0,0.2,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,0,0.9,NaN,1,NaN,joystick_not_stationary,NaN
0,NaN,1,0.1,NaN,1,NaN,joystick_not_stationary,NaN
0,NaN,1,1,NaN,3,NaN,joystick_not_stationary,NaN
366.387464458538,0.12,0,0.9,0.381653608810977,3,0.75,NaN,1
-499.169267390913,0.6,1,0.5,-0.519967986865534,1,0.15,NaN,1
324.088349576631,0.72,0,0.4,0.337592030808991,3,0.75,NaN,1
-453.316361870298,0.72,1,0.4,-0.472204543614893,1,0.15,NaN,1
0,NaN,0,1,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,0,0.9,NaN,1,NaN,joystick_not_stationary,NaN
-419.572280478271,1.08,1,0.1,-0.437054458831533,3,0.75,NaN,1
-521.5592912581,0.84,1,0.3,-0.543290928393854,2,0.45,NaN,1
0,NaN,0,0.1,NaN,3,NaN,joystick_not_stationary,NaN
0,NaN,1,0.7,NaN,2,NaN,joystick_not_stationary,NaN
-590.426285254845,0.6,1,0.5,-0.615027380473796,1,0.15,NaN,1
358.43498074503,0.12,0,0.9,0.373369771609406,2,0.45,NaN,1
-519.126035028041,1.08,1,0.1,-0.540756286487543,2,0.45,NaN,1
-668.184386719221,0,1,1,-0.696025402832521,3,0.75,NaN,1
399.37974831687,0.24,0,0.8,0.416020571163406,3,0.75,NaN,1
-429.721999359908,1.2,0,1,-0.447627082666571,1,0,NaN,1
-448.798344485634,0.72,1,0.4,-0.467498275505869,2,0.45,NaN,1
343.360267924475,0.6,0,0.5,0.357666945754661,1,0.15,NaN,1
-537.150743552056,0.48,1,0.6,-0.559532024533391,1,0.15,NaN,1
391.24929082587,1.08,0,0.1,0.407551344610281,1,0.15,NaN,1
-628.366591794187,0.96,1,0.2,-0.654548533118944,2,0.45,NaN,1
